Chlor,TSO2,pH,qual,Type
0.034,111,3.11,8,W
0.035,158,3.02,6,W
0.025,112,3.07,7,W
0.039,113,3.11,7,W
0.039,115,3.11,7,W
0.038,130,3.11,7,W
0.034,152,3.29,7,W
0.034,103,3.15,7,W
0.034,111,3.16,6,W
0.037,156,3.08,6,W
0.036,184,3.22,6,W
0.032,178,3.45,7,W
0.03,173,3.36,7,W
0.054,221,2.94,6,W
0.061,218,3.16,5,W
0.029,105,3.2,6,W
0.026,93,3.14,6,W
0.042,105,3.05,6,W
0.04,67,3.07,6,W
0.02,104,2.99,6,W
0.042,105,3.05,6,W
0.035,135,3.09,6,W
0.037,121,3.02,8,W
0.02,104,2.99,6,W
0.029,46,3.02,6,W
0.046,88,3.34,4,W
0.05,133,3.06,5,W
0.04,67,3.07,6,W
0.042,105,3.05,6,W
0.045,152,3.76,7,W
0.024,118,2.99,6,W
0.035,150,3.1,5,W
0.05,138,3.2,6,W
0.024,142,3.12,8,W
0.024,142,3.12,8,W
0.042,124,3.22,6,W
0.036,92,3.37,5,W
0.045,185,3.15,6,W
0.042,156,3.15,6,W
0.026,85,3.13,7,W
0.054,189,3.42,5,W
0.037,170,3.26,6,W
0.027,104,3.02,6,W
0.044,196,3.14,6,W
0.045,130,3.2,5,W
0.037,173,3.25,6,W
0.037,170,3.26,6,W
0.154,114,2.95,6,W
0.044,144,3.12,6,W
0.034,99,3.09,6,W
0.027,112,3.19,6,W
0.041,167,3.11,5,W
0.023,132,3.11,6,W
0.126,199,2.98,5,W
0.039,272,3.53,4,W
0.126,199,2.98,5,W
0.043,175,2.98,7,W
0.042,102,3.09,5,W
0.036,73,3.2,6,W
0.024,116,3.18,6,W
0.016,55,3.16,5,W
0.026,114,3.13,5,W
0.045,208,3.17,5,W
0.026,58,2.9,6,W
0.046,176,3.19,5,W
0.046,176,3.19,5,W
0.03,110,3.08,8,W
0.046,176,3.19,5,W
0.038,183,2.95,5,W
0.045,120,3.18,6,W
0.038,183,2.95,5,W
0.033,142,3.17,4,W
0.033,111,3.16,6,W
0.029,76,3.08,8,W
0.03,110,3.08,8,W
0.028,82,3.1,7,W
0.041,163,2.92,6,W
0.039,122,3.25,5,W
0.042,141,3.28,5,W
0.042,87,3.11,7,W
0.039,115,3.05,5,W
0.045,208,3.17,5,W
0.028,91,2.96,5,W
0.032,125,3.32,5,W
0.026,58,2.9,6,W
0.046,176,3.19,5,W
0.029,102,3.46,6,W
0.024,94,3.25,7,W
0.03,78,3.22,6,W
0.036,88,3.02,6,W
0.024,94,3.25,7,W
0.041,201,3.14,3,W
0.024,76,2.94,6,W
0.031,89,3.06,7,W
0.03,78,3.22,6,W
0.04,183,3.12,6,W
0.043,152,3.02,6,W
0.045,118,3.16,7,W
0.032,18,2.85,6,W
0.032,18,2.85,6,W
0.034,102,3.23,7,W
0.045,133,3.25,5,W
0.022,129,3.36,7,W
0.033,111,2.97,7,W
0.028,124,2.91,7,W
0.038,84,3.11,6,W
0.04,113,3.17,6,W
0.045,118,3.16,7,W
0.047,130,3.15,5,W
0.045,159,3,6,W
0.043,152,3.02,6,W
0.047,169,3.07,6,W
0.047,151,3.03,5,W
0.054,203,3.4,4,W
0.033,111,3.1,6,W
0.036,98,3.19,7,W
0.043,129,3.12,5,W
0.052,126,3.11,6,W
0.04,117,3.24,6,W
0.04,117,3.24,6,W
0.034,89,3.25,7,W
0.036,98,3.19,7,W
0.031,147,3.08,7,W
0.027,21,3.09,5,W
0.049,206,3.16,6,W
0.043,129,3.12,5,W
0.03,103,3.35,6,W
0.037,86,3.46,5,W
0.052,126,3.11,6,W
0.052,150,3.06,5,W
0.059,128,3.08,7,W
0.043,98,3.17,5,W
0.039,100,3.69,6,W
0.039,122,3.2,6,W
0.047,148,3.17,6,W
0.061,198,3.11,5,W
0.04,117,3.24,6,W
0.034,121,3.19,6,W
0.043,114,3.18,6,W
0.057,221,3.26,6,W
0.04,103,3.5,5,W
0.051,135,3.23,6,W
0.042,115,3.05,6,W
0.045,126,3.18,6,W
0.057,221,3.26,6,W
0.038,34,3.22,7,W
0.045,140,3.16,6,W
0.04,103,3.5,5,W
0.039,130,3.23,6,W
0.039,130,3.23,6,W
0.039,130,3.23,6,W
0.038,154,3.2,6,W
0.039,130,3.23,6,W
0.038,154,3.2,6,W
0.027,88,3.38,6,W
0.039,130,3.23,6,W
0.035,294,3.03,6,W
0.029,88,3.25,6,W
0.03,109,3.27,6,W
0.02,133,3.18,7,W
0.033,124,2.87,5,W
0.02,133,3.18,7,W
0.019,114,3.08,7,W
0.042,130,3.4,6,W
0.023,80,3.15,6,W
0.033,124,2.87,5,W
0.02,133,3.18,7,W
0.019,114,3.08,7,W
0.024,198,3.06,6,W
0.037,123,3.24,6,W
0.031,133,3.25,6,W
0.034,118,3.21,7,W
0.019,82,3.05,6,W
0.043,113,3.06,6,W
0.036,147,3.02,6,W
0.048,87,2.94,6,W
0.042,116,2.97,8,W
0.036,124,2.99,8,W
0.038,125,3,8,W
0.039,140,3.02,6,W
0.048,87,2.94,6,W
0.05,154,3.3,5,W
0.051,98,3.1,6,W
0.046,106,3,4,W
0.027,90,3.24,6,W
0.025,107,2.93,6,W
0.038,131,3.25,5,W
0.027,90,3.24,6,W
0.04,76,3.14,7,W
0.041,115,3.21,6,W
0.046,70,3.06,4,W
0.027,125,3.24,7,W
0.055,123,3.11,8,W
0.035,148,3.15,5,W
0.026,114,3.32,7,W
0.037,146,3.06,6,W
0.025,107,2.93,6,W
0.038,131,3.25,5,W
0.036,89,3.26,5,W
0.037,123,3.14,6,W
0.044,127,2.97,7,W
0.027,126,2.96,6,W
0.044,127,2.97,7,W
0.032,121,3.18,7,W
0.031,145,3.14,7,W
0.027,126,2.96,6,W
0.022,97,3.22,7,W
0.044,127,2.97,7,W
0.035,177,3.33,5,W
0.033,156,3.11,7,W
0.031,98,3.15,7,W
0.045,126,3.09,6,W
0.045,164,3.53,5,W
0.04,142,3.11,5,W
0.053,106,3.13,5,W
0.043,154,3.04,6,W
0.041,131,3.25,5,W
0.041,158,3.01,6,W
0.033,74,3.34,6,W
0.104,54,3.19,6,W
0.044,111,2.97,5,W
0.053,106,3.13,5,W
0.142,111,3,4,W
0.036,92,3.27,7,W
0.102,76,2.93,5,W
0.034,74,3.1,6,W
0.037,115,3.01,6,W
0.043,154,3.04,6,W
0.045,151,3.22,6,W
0.041,86,3.11,7,W
0.046,125,3.34,6,W
0.055,192,3.11,6,W
0.054,200,3.12,6,W
0.047,119,3.48,7,W
0.056,150,2.96,6,W
0.038,107,2.98,6,W
0.038,79,3.14,5,W
0.035,93,3.18,6,W
0.054,141,3.26,6,W
0.045,151,3.22,6,W
0.035,141,3.11,6,W
0.039,147,3.18,7,W
0.059,115,3.09,5,W
0.034,99,3.1,7,W
0.036,113,3.18,6,W
0.036,113,3.1,7,W
0.036,109,3.31,6,W
0.034,99,3.1,7,W
0.02,86,3.19,7,W
0.059,115,3.09,5,W
0.034,116,3.18,6,W
0.037,139,3.04,6,W
0.039,147,3.18,7,W
0.039,147,3.18,7,W
0.043,131,3.06,6,W
0.043,173,3.08,6,W
0.025,105,3.06,8,W
0.029,100,3.3,8,W
0.042,201,3.03,5,W
0.045,193,3.1,6,W
0.045,193,3.1,6,W
0.045,193,3.1,6,W
0.045,193,3.1,6,W
0.045,193,3.1,6,W
0.045,193,3.1,6,W
0.03,101,3.21,5,W
0.047,193,3.1,7,W
0.03,92,3.22,8,W
0.035,247,3.34,6,W
0.041,157,3.42,3,W
0.03,105,3.11,6,W
0.043,154,3.21,6,W
0.051,126,3.32,6,W
0.061,214,3.31,5,W
0.044,115,3.1,5,W
0.044,91,3.28,7,W
0.045,100,3.08,7,W
0.038,118,3.32,7,W
0.039,129,3.45,5,W
0.043,99,3.14,4,W
0.06,154,3.23,8,W
0.057,125,3.23,7,W
0.061,214,3.31,5,W
0.065,140,3.06,6,W
0.044,115,3.1,5,W
0.051,127,3.13,6,W
0.039,125,3.07,7,W
0.184,168,2.93,6,W
0.035,103,2.91,6,W
0.046,121,3.07,7,W
0.047,122,3.06,7,W
0.046,121,3.07,7,W
0.184,168,2.93,6,W
0.044,196,3.14,5,W
0.043,80,3.08,5,W
0.044,73,3.17,8,W
0.046,194,3.14,5,W
0.04,84,2.91,7,W
0.043,113,3.38,6,W
0.046,194,3.14,5,W
0.044,196,3.14,5,W
0.047,184,3.17,5,W
0.039,109,3.34,6,W
0.029,105,3,7,W
0.043,80,3.08,5,W
0.044,73,3.17,8,W
0.032,91,3.13,6,W
0.032,93,3.27,7,W
0.033,142,3.29,7,W
0.022,96,3.04,7,W
0.033,142,3.29,7,W
0.037,208,2.9,3,W
0.039,124,3.2,6,W
0.039,96,3.16,7,W
0.048,142,3.22,7,W
0.047,152,3.54,7,W
0.032,95,3.08,7,W
0.042,64,3.1,7,W
0.058,243,3.23,6,W
0.036,74,3.09,7,W
0.036,96,3.16,6,W
0.043,105,3.24,6,W
0.042,105,3.19,7,W
0.047,148,3.5,5,W
0.05,124,3.06,5,W
0.04,80,3.29,6,W
0.039,105,3.48,7,W
0.037,103,3.14,6,W
0.047,117,3.16,6,W
0.035,126,3.12,7,W
0.042,178,3.15,5,W
0.036,70,3.43,7,W
0.038,122,3.3,5,W
0.049,112,3.02,6,W
0.048,176,3.11,6,W
0.046,159,3.08,6,W
0.059,151,3.23,7,W
0.047,146,3.18,6,W
0.034,87,3.05,6,W
0.048,189,3,6,W
0.048,189,3,6,W
0.048,189,3,6,W
0.046,41,3.17,6,W
0.05,98,3.08,6,W
0.048,125,3.32,6,W
0.05,98,3.08,6,W
0.059,104,3.18,5,W
0.048,189,3,7,W
0.048,189,3,6,W
0.058,188,3.13,6,W
0.057,185,3.12,6,W
0.055,157,3.15,6,W
0.046,41,3.17,6,W
0.047,101,3.34,6,W
0.06,132,3.08,6,W
0.034,90,3.22,6,W
0.034,81,2.96,6,W
0.032,87,3.02,6,W
0.038,132,3.31,7,W
0.026,119,3.18,6,W
0.048,136,3.19,6,W
0.033,97,3.17,7,W
0.034,81,2.96,6,W
0.032,87,3.02,6,W
0.033,72,3.05,7,W
0.047,101,3.34,6,W
0.06,132,3.08,6,W
0.034,90,3.22,6,W
0.033,67,3.14,6,W
0.033,76,2.98,7,W
0.032,111,2.97,6,W
0.033,114,3.08,6,W
0.041,161,3.13,6,W
0.039,117,3.05,7,W
0.033,114,3.08,6,W
0.032,111,2.97,6,W
0.051,139,3.47,6,W
0.034,121,2.98,7,W
0.045,135,3.32,5,W
0.047,132,3.25,6,W
0.041,161,3.13,6,W
0.05,189,3,6,W
0.03,140,3.16,8,W
0.046,221,3.01,5,W
0.04,121,3.28,7,W
0.045,125,3.1,7,W
0.04,121,3.28,7,W
0.046,156,3.38,6,W
0.044,179,3.25,6,W
0.037,126,3.06,6,W
0.03,140,3.16,8,W
0.046,221,3.01,5,W
0.096,80,2.95,6,W
0.026,77,3.13,7,W
0.026,112,3,6,W
0.026,113,2.99,8,W
0.036,91,2.98,6,W
0.03,115,2.93,6,W
0.048,188,3.2,5,W
0.047,186,3.2,5,W
0.032,138,3.1,6,W
0.042,189,3.19,6,W
0.052,183,3.39,5,W
0.037,95,3.25,6,W
0.054,143,3.12,6,W
0.028,120,2.94,5,W
0.054,143,3.12,6,W
0.024,99,2.87,5,W
0.034,94,3.21,6,W
0.037,119,3.19,6,W
0.037,95,3.25,6,W
0.052,183,3.39,5,W
0.041,192,3.12,6,W
0.051,111,3.37,3,W
0.032,148,3.15,7,W
0.036,127,3.05,6,W
0.042,157,3.11,6,W
0.05,195,2.95,6,W
0.032,148,3.15,7,W
0.031,163,3.39,7,W
0.032,214,3.1,6,W
0.03,76,3.16,4,W
0.032,214,3.1,6,W
0.031,163,3.39,7,W
0.06,145,3.01,5,W
0.059,81,3.24,8,W
0.026,105,2.98,8,W
0.051,156,3.35,5,W
0.034,122,3.36,6,W
0.047,156,3.34,6,W
0.047,156,3.34,6,W
0.039,162,3.33,6,W
0.034,122,3.36,6,W
0.051,156,3.35,5,W
0.047,156,3.34,6,W
0.047,158,3.34,6,W
0.044,117,3.24,5,W
0.037,86,3.05,7,W
0.076,92,2.95,6,W
0.034,83,3.25,6,W
0.041,97,3.1,6,W
0.052,113,3.22,5,W
0.057,224,3.11,5,W
0.052,113,3.22,5,W
0.04,106,3.16,5,W
0.04,111,3.18,5,W
0.035,97,3.1,7,W
0.042,106,3.24,6,W
0.057,224,3.11,5,W
0.033,128,3.19,8,W
0.057,178,3.15,6,W
0.044,98,3.12,6,W
0.034,134,3.29,7,W
0.033,128,3.19,8,W
0.029,106,2.93,7,W
0.029,106,2.93,7,W
0.047,134,3.23,5,W
0.038,89,3.25,6,W
0.033,107,3.26,5,W
0.031,86,2.9,6,W
0.042,172,3.06,5,W
0.037,145,3.41,7,W
0.027,123,3.36,7,W
0.056,143,2.99,6,W
0.055,103,2.98,6,W
0.042,179,3.04,8,W
0.04,111,3.24,6,W
0.035,106,3.26,7,W
0.046,171,3.12,5,W
0.04,108,3.25,6,W
0.04,111,3.24,6,W
0.047,219,3.04,5,W
0.031,93,3.23,8,W
0.056,143,2.99,6,W
0.042,179,3.04,8,W
0.055,103,2.98,6,W
0.045,131,3.3,6,W
0.038,97,3.2,8,W
0.064,191,3.05,6,W
0.06,184,3.31,6,W
0.032,86,3.04,8,W
0.037,150,3.05,7,W
0.06,184,3.31,6,W
0.039,94,3.22,7,W
0.038,97,3.2,8,W
0.047,131,3.26,5,W
0.033,102,3.22,8,W
0.035,88,3.06,7,W
0.032,86,3.04,8,W
0.056,113,3.11,7,W
0.039,98,3.07,6,W
0.064,191,3.05,6,W
0.036,83,3.03,6,W
0.041,81,3.04,8,W
0.037,150,3.05,7,W
0.057,111,3.09,6,W
0.036,134,3.19,7,W
0.036,134,3.19,7,W
0.042,123,3.34,6,W
0.042,102,3.14,7,W
0.038,134,3.3,7,W
0.032,164,3.29,6,W
0.052,141,3.38,6,W
0.036,124,3.31,7,W
0.036,134,3.19,7,W
0.042,123,3.34,6,W
0.054,181,3.14,5,W
0.04,93,3.18,7,W
0.029,133,3.33,7,W
0.031,118,3.38,7,W
0.042,155,3.36,6,W
0.036,115,3.19,7,W
0.054,181,3.14,5,W
0.046,179,3.17,6,W
0.041,167,2.98,6,W
0.046,90,3.18,7,W
0.043,117,3.49,6,W
0.032,63,2.99,6,W
0.03,95,2.93,6,W
0.031,87,3.08,7,W
0.044,171,3.25,7,W
0.036,102,3.08,7,W
0.05,131,3.19,5,W
0.038,132,3.23,7,W
0.048,207,3.05,5,W
0.038,152,3.31,7,W
0.048,178,3.2,5,W
0.048,207,3.05,5,W
0.028,132,3.37,6,W
0.028,132,3.37,6,W
0.024,128,3.01,6,W
0.053,146,3.11,6,W
0.036,50,3.09,4,W
0.034,134,3.26,7,W
0.046,178,3.14,5,W
0.048,179,3.15,5,W
0.036,85,3.1,6,W
0.045,136,3.14,6,W
0.046,178,3.14,5,W
0.048,179,3.15,5,W
0.032,92,3.1,6,W
0.146,105,3.23,5,W
0.029,128,3.17,7,W
0.031,80,3.03,6,W
0.024,99,2.98,6,W
0.03,123,3.16,6,W
0.036,153,3.2,6,W
0.031,159,3.41,6,W
0.031,159,3.41,6,W
0.039,237,3.1,6,W
0.036,153,3.2,6,W
0.039,237,3.1,6,W
0.029,142,3.22,6,W
0.031,159,3.41,6,W
0.022,116,3.04,6,W
0.044,110,3.24,6,W
0.044,110,3.24,6,W
0.044,110,3.24,6,W
0.023,87,2.92,6,W
0.042,123,3.06,6,W
0.037,112,3.66,7,W
0.023,87,2.92,6,W
0.044,110,3.24,6,W
0.031,34,3.01,4,W
0.032,78,3.11,6,W
0.05,86,2.86,5,W
0.028,162,3.01,6,W
0.05,86,2.86,5,W
0.032,78,3.11,6,W
0.036,85,2.99,6,W
0.029,112,3,6,W
0.031,80,3.12,6,W
0.035,93,3.07,7,W
0.036,85,2.99,6,W
0.031,80,3.12,6,W
0.033,31,3.32,4,W
0.029,112,3,6,W
0.027,87,3.15,6,W
0.036,119,3.18,6,W
0.027,112,3.15,7,W
0.048,161,3.14,5,W
0.035,120,3.04,7,W
0.038,124,3.1,4,W
0.028,78,2.94,7,W
0.026,143,2.92,5,W
0.023,130,3.14,7,W
0.037,76,3.3,6,W
0.041,102,3.26,6,W
0.028,78,2.94,7,W
0.032,104,3.16,7,W
0.044,158,3.35,7,W
0.042,114,2.85,6,W
0.042,114,2.85,6,W
0.042,114,2.85,6,W
0.037,107,3.18,7,W
0.053,186,3.31,5,W
0.043,158,3.35,7,W
0.044,158,3.35,7,W
0.049,107,3.12,7,W
0.031,123,3.12,7,W
0.034,108,3,7,W
0.042,137,3.18,6,W
0.033,169,3.59,7,W
0.053,226,3.3,6,W
0.049,88,3.2,6,W
0.039,140,3.35,7,W
0.038,137,3.35,6,W
0.027,122,3.15,7,W
0.017,69,2.93,6,W
0.056,167,3.04,5,W
0.047,151,3.11,5,W
0.047,90,3.27,6,W
0.044,149,2.91,6,W
0.044,149,2.91,6,W
0.056,167,3.04,5,W
0.047,90,3.27,6,W
0.046,114,3.27,6,W
0.044,149,2.91,6,W
0.047,151,3.11,5,W
0.037,95,2.96,6,W
0.041,188,3,5,W
0.041,117,3.21,5,W
0.044,118,3.04,7,W
0.031,122,3.06,6,W
0.04,168,3.07,7,W
0.044,118,3.04,7,W
0.037,95,2.96,6,W
0.031,122,3.06,6,W
0.029,93,3.19,7,W
0.041,188,3,5,W
0.041,117,3.21,5,W
0.117,183,3.24,5,W
0.117,181,3.24,6,W
0.118,172,3.24,6,W
0.036,124,3.06,6,W
0.036,124,3.06,6,W
0.045,125,3.2,6,W
0.036,124,3.06,6,W
0.021,156,3.08,7,W
0.02,96,3.29,6,W
0.02,66,3.25,7,W
0.018,127,3.12,7,W
0.014,89,3.24,7,W
0.017,99,3.12,6,W
0.047,130,3.12,6,W
0.052,152,3.16,6,W
0.052,152,3.16,6,W
0.047,130,3.12,6,W
0.046,133,3.12,7,W
0.039,139,3.16,6,W
0.031,73,2.97,7,W
0.037,95,2.9,7,W
0.032,138,2.9,5,W
0.035,126,3.26,6,W
0.037,122,2.92,4,W
0.06,190,3.13,6,W
0.036,109,3.27,6,W
0.06,190,3.13,6,W
0.047,109,3.42,6,W
0.038,130,3.11,7,W
0.03,191,3.16,7,W
0.035,128,3.03,8,W
0.043,149,3.33,7,W
0.036,128,3.2,8,W
0.032,115,3.16,8,W
0.049,152,3.5,6,W
0.05,76,3.42,4,W
0.034,145,3.16,6,W
0.035,155,3.27,8,W
0.036,128,3.2,8,W
0.038,152,3.02,7,W
0.032,115,3.16,8,W
0.03,82,3.07,5,W
0.029,102,3.41,7,W
0.044,155,3.14,6,W
0.025,95,3.03,7,W
0.032,74,2.96,8,W
0.029,93,3.31,7,W
0.053,112,3.32,5,W
0.049,166,3.25,6,W
0.029,93,3.31,7,W
0.032,169,3.28,6,W
0.085,111,3.1,5,W
0.037,105,3.04,7,W
0.044,183,3.24,6,W
0.027,122,3.06,8,W
0.051,122,3.11,7,W
0.044,183,3.24,6,W
0.028,122,3.13,7,W
0.044,183,3.24,6,W
0.087,177,3.09,5,W
0.03,98,3.15,5,W
0.04,186,3.32,6,W
0.027,122,3.06,8,W
0.027,150,3.3,7,W
0.027,112,2.98,6,W
0.037,105,3.04,7,W
0.028,122,3.13,7,W
0.085,111,3.1,5,W
0.053,146,3.17,6,W
0.051,122,3.11,7,W
0.044,182,3.24,6,W
0.036,96,3.06,6,W
0.087,177,3.09,5,W
0.076,145,3.1,5,W
0.05,139,3.06,5,W
0.05,180,3.05,6,W
0.05,180,3.05,6,W
0.05,180,3.05,6,W
0.05,180,3.05,6,W
0.037,79,2.96,6,W
0.041,114,3.23,6,W
0.088,183,2.86,5,W
0.039,141,3.12,5,W
0.02,9,3.3,5,W
0.05,180,3.05,6,W
0.045,159,3.09,5,W
0.049,190,3.12,5,W
0.028,95,2.83,4,W
0.036,196,3.47,6,W
0.041,182,3.04,5,W
0.053,119,3.11,6,W
0.05,139,3.06,5,W
0.038,200,3.18,5,W
0.024,152,3.35,7,W
0.068,138,3.11,5,W
0.069,134,3.11,5,W
0.036,150,3.36,7,W
0.051,122,3.37,6,W
0.028,121,3.17,6,W
0.03,111,3.38,7,W
0.036,150,3.36,7,W
0.028,75,3.36,7,W
0.044,126,3.28,5,W
0.035,184,3.11,6,W
0.041,166,3.08,6,W
0.044,126,3.28,5,W
0.029,116,3.21,6,W
0.042,125,3.39,5,W
0.16,74,3.19,6,W
0.026,88,3.22,4,W
0.167,120,2.97,5,W
0.034,135,3.32,6,W
0.051,149,2.96,7,W
0.051,149,2.96,7,W
0.051,149,2.96,7,W
0.051,149,2.96,7,W
0.051,149,2.96,7,W
0.051,149,2.96,7,W
0.051,149,2.96,7,W
0.04,121,3.02,5,W
0.07,194,2.89,6,W
0.055,134,3.3,5,W
0.051,143,3.43,6,W
0.051,149,2.96,7,W
0.039,108,3.28,5,W
0.04,184,3.29,5,W
0.042,183,3.29,5,W
0.026,130,3.39,8,W
0.015,124,2.99,6,W
0.039,108,3.28,5,W
0.04,184,3.29,5,W
0.042,183,3.29,5,W
0.015,124,2.99,6,W
0.016,101,2.99,6,W
0.028,98,3.16,7,W
0.025,40,2.79,5,W
0.017,80,3.03,5,W
0.026,130,3.39,8,W
0.033,186,3.08,5,W
0.033,186,3.08,5,W
0.033,186,3.08,5,W
0.035,134,3.17,6,W
0.033,186,3.08,5,W
0.014,143,3.03,4,W
0.042,125,3.14,6,W
0.035,134,3.17,6,W
0.009,100,3.26,5,W
0.04,248,3.31,5,W
0.018,103,3.24,6,W
0.04,135,3.11,5,W
0.018,103,3.24,6,W
0.022,100,3.42,7,W
0.022,97,3.2,7,W
0.04,248,3.31,5,W
0.02,113,3.13,6,W
0.018,96,3.08,6,W
0.05,196,3.18,5,W
0.064,140,3.2,6,W
0.027,100,3.46,7,W
0.037,182,3.02,5,W
0.043,201,3.18,5,W
0.044,202,3.18,5,W
0.047,191,3.16,6,W
0.05,196,3.18,5,W
0.051,197,3.18,5,W
0.043,133,3.03,6,W
0.049,170,3.14,6,W
0.046,113,3.22,5,W
0.064,140,3.2,6,W
0.056,95,3.17,6,W
0.098,91,3.03,5,W
0.057,138,3.05,5,W
0.042,177,3.2,5,W
0.036,49,2.99,5,W
0.033,57,3.02,6,W
0.057,138,3.05,5,W
0.042,111,2.99,6,W
0.036,49,2.99,5,W
0.033,57,3.02,6,W
0.098,91,3.03,5,W
0.041,113,2.96,5,W
0.042,109,2.96,6,W
0.042,111,2.99,6,W
0.06,162,3.24,3,W
0.052,156,3.13,5,W
0.057,138,3.05,5,W
0.042,177,3.2,5,W
0.049,149,3.22,5,W
0.042,106,3.28,7,W
0.045,131,3.12,5,W
0.036,131,3.24,6,W
0.034,120,3.38,6,W
0.034,120,3.38,6,W
0.039,132,3,5,W
0.042,139,3.03,6,W
0.033,204,3.17,6,W
0.052,197,3.19,5,W
0.042,104,3.05,7,W
0.034,88,3.26,6,W
0.034,120,3.38,6,W
0.053,99,3.22,5,W
0.036,131,3.24,6,W
0.035,100,3.15,7,W
0.034,111,3.46,7,W
0.086,130,2.83,5,W
0.086,130,2.83,5,W
0.058,110,3.15,6,W
0.052,142,3.14,5,W
0.052,113,3.16,5,W
0.05,103,3,6,W
0.05,103,3,6,W
0.052,142,3.14,5,W
0.052,113,3.16,5,W
0.028,84,3.14,6,W
0.036,191,2.96,6,W
0.032,109,2.97,6,W
0.028,100,3.2,7,W
0.028,84,3.14,6,W
0.055,176,3.26,5,W
0.023,109,3.34,6,W
0.055,176,3.26,5,W
0.194,90,3.17,6,W
0.047,87,3.23,5,W
0.023,109,3.34,6,W
0.03,123,3.41,7,W
0.037,93,3.36,6,W
0.031,120,3.4,7,W
0.03,110,3.55,6,W
0.032,137,3.21,6,W
0.037,93,3.36,6,W
0.049,104,3.46,6,W
0.039,136,3.27,6,W
0.048,207,3.12,5,W
0.048,207,3.12,5,W
0.054,152,3.1,6,W
0.045,175,3.16,6,W
0.045,175,3.16,6,W
0.038,98,3.25,7,W
0.04,101,3.24,6,W
0.048,113,3.1,6,W
0.048,207,3.12,5,W
0.056,177,3.08,6,W
0.054,152,3.1,6,W
0.055,134,3.16,6,W
0.045,175,3.16,6,W
0.054,193,3.06,4,W
0.094,181,2.91,5,W
0.062,194,3.13,5,W
0.057,98,3.29,7,W
0.059,135,3.2,5,W
0.053,98,3.15,5,W
0.069,170,3.18,5,W
0.054,65,3.12,4,W
0.047,111,3.1,6,W
0.047,111,3.1,6,W
0.049,129,3.15,5,W
0.045,143,3.06,6,W
0.047,111,3.1,6,W
0.029,63,3.13,6,W
0.045,143,3.06,6,W
0.029,63,3.13,6,W
0.047,111,3.1,6,W
0.046,127,3.16,6,W
0.043,98,2.99,6,W
0.049,129,3.15,5,W
0.036,127,3.18,5,W
0.044,63,3.01,5,W
0.031,134,3.24,6,W
0.021,76,3.26,6,W
0.038,179,3.23,6,W
0.035,172,2.99,6,W
0.035,110,3.07,7,W
0.036,127,3.18,5,W
0.044,63,3.01,5,W
0.013,10,3.32,4,W
0.144,65,2.95,6,W
0.071,69,3.1,6,W
0.036,106,3.21,7,W
0.036,88,3.25,7,W
0.036,88,3.25,7,W
0.038,83,3.09,7,W
0.037,138,3.23,7,W
0.037,138,3.23,7,W
0.04,139,3.17,6,W
0.149,109,2.93,6,W
0.036,88,3.25,7,W
0.054,105,3.17,6,W
0.037,138,3.23,7,W
0.036,106,3.21,7,W
0.04,139,3.17,6,W
0.056,206,3.18,5,W
0.037,113,3.12,7,W
0.035,107,3,6,W
0.05,132,3.04,6,W
0.057,173,3.14,5,W
0.038,83,3.09,7,W
0.045,109,2.95,5,W
0.045,109,2.95,5,W
0.031,95,2.83,5,W
0.056,91,3.19,6,W
0.046,106,3.15,5,W
0.063,173,3.18,5,W
0.063,173,3.18,5,W
0.03,101,3.03,6,W
0.036,106,3.14,6,W
0.05,116,3.22,8,W
0.039,67,2.96,4,W
0.04,84,3.28,6,W
0.046,184,3.08,5,W
0.042,108,3.44,6,W
0.185,151,3.17,5,W
0.04,92,2.88,6,W
0.048,159,3.21,6,W
0.053,148,3.16,5,W
0.068,143,3.24,5,W
0.053,106,3.18,6,W
0.046,113,2.99,6,W
0.048,161,3.22,6,W
0.048,159,3.21,6,W
0.042,127,3.32,6,W
0.042,142,3.31,7,W
0.045,105,3.32,5,W
0.053,148,3.16,5,W
0.068,143,3.24,5,W
0.066,161,3.14,5,W
0.043,90,2.88,6,W
0.038,122,3.13,7,W
0.066,161,3.14,5,W
0.043,90,2.88,6,W
0.05,145,3.24,5,W
0.026,87,3.11,5,W
0.048,110,3.26,6,W
0.048,110,3.26,6,W
0.04,159,3.14,6,W
0.084,170,2.91,5,W
0.032,118,3.17,7,W
0.044,116,3.39,7,W
0.056,176.5,2.97,5,W
0.05,102,3.1,4,W
0.048,110,3.26,6,W
0.049,200,3.16,4,W
0.049,192,3.16,6,W
0.034,125,3.03,6,W
0.035,143,3.08,7,W
0.034,125,3.03,6,W
0.175,98,3.06,6,W
0.049,200,3.16,4,W
0.049,192,3.16,6,W
0.033,134,3.19,7,W
0.025,124,3.15,7,W
0.03,117,3.09,6,W
0.04,192,3.26,7,W
0.034,193,3.25,6,W
0.035,135,3.21,5,W
0.036,157,3.05,7,W
0.033,134,3.19,7,W
0.043,101,3.19,6,W
0.025,124,3.15,7,W
0.044,104,3.2,6,W
0.044,104,3.2,6,W
0.048,223,3.16,6,W
0.048,129,3.3,6,W
0.044,104,3.2,6,W
0.048,223,3.16,6,W
0.06,104,2.99,5,W
0.041,76,2.9,7,W
0.048,111,3.25,7,W
0.048,111,3.25,7,W
0.038,127,2.9,5,W
0.048,111,3.25,7,W
